,"∆RF-1/2/3/, ∆RRF, ∆EF-G_1","∆RF-1/2/3/, ∆RRF_1",∆RF-1/2/3/_1,∆RF-1/3_1,∆RF-2/3_1,"∆RF-3, ∆RRF_1","∆RF-3, ∆EF-G_1",∆RF-3_1,"∆RF-1/2/3/, ∆RRF, ∆EF-G_2","∆RF-1/2/3/, ∆RRF_2",∆RF-1/2/3/_2,∆RF-1/3_2,∆RF-2/3_2,"∆RF-3, ∆RRF_2","∆RF-3, ∆EF-G_2",∆RF-3_2,"∆RF-1/2/3/, ∆RRF, ∆EF-G_3","∆RF-1/2/3/, ∆RRF_3",∆RF-1/2/3/_3,∆RF-1/3_3,∆RF-2/3_3,"∆RF-3, ∆RRF_3","∆RF-3, ∆EF-G_3",∆RF-3_3,RF-1/2 >> prfA_1,RRF >> frr_1,EF-G >> fusA_1,"RRF >> frr, EF-G >>fusA_1","RF-1/2 >> prfA, RRF >> frr_1","EF-G >> fusA, RF-1/2 >> prfA_1","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_1",RF-1/2 >> prfA_2,RRF >> frr_2,EF-G >> fusA_2,"RRF >> frr, EF-G >>fusA_2","RF-1/2 >> prfA, RRF >> frr_2","EF-G >> fusA, RF-1/2 >> prfA_2","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_2",RF-1/2 >> prfA_3,RRF >> frr_3,EF-G >> fusA_3,"RRF >> frr, EF-G >>fusA_3","RF-1/2 >> prfA, RRF >> frr_3","EF-G >> fusA, RF-1/2 >> prfA_3","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_3"
1,4900.83333,5038.66667,4991.5,4613.83333,5017,4465,4763.5,5088.16667,5021.83333,5077,5209,5055.83333,5150.66667,5077.16667,5119.33333,5188.83333,5078.66667,5068.5,5088.66667,5113.16667,4915.16667,4791.66667,4790.16667,4967.66667,4928.83333,4941.33333,5123.66667,5055.33333,4905.33333,4869.66667,4885.5,5033.16667,4838.33333,4837.66667,4860.16667,5018,4950.16667,4773.16667,5380.5,5000.5,4620.16667,4524.5,4923.33333,4591.33333,4781
2,4928.94444,5070.55556,5013.83333,4624.27778,5019.33333,4535,4729.5,5082.05556,4977.94444,5060.33333,5208,5099.94444,5157.22222,5018.38889,5074.11111,5145.61111,5103.22222,5080.5,5088.22222,5120.05556,4904.72222,4787.88889,4797.72222,4967.55556,4920.27778,4948.44444,5144.88889,5057.44444,4914.44444,4893.88889,4905.83333,5059.38889,4874.44444,4876.55556,4866.72222,4997.66667,4916.05556,4791.38889,5411.83333,5044.5,4648.38889,4502.16667,4855.44444,4586.11111,4809.66667
3,4955.98148,5071.85185,5031.61111,4607.42593,5028.11111,4614.33333,4721.16667,5087.01852,4952.98148,5036.77778,5214.33333,5114.98148,5144.07407,4979.12963,5069.7037,5144.87037,5098.74074,5069.5,5084.07407,5131.35185,4898.90741,4807.2963,4813.90741,4967.51852,4914.42593,4953.48148,5135.96296,5046.81481,4947.48148,4900.62963,4936.27778,5096.46296,4921.14815,4904.18519,4879.24074,4972.88889,4900.35185,4818.46296,5443.94444,5065.5,4668.7963,4495.05556,4839.48148,4608.37037,4823.22222
4,4975.66049,5078.61728,5060.2037,4588.47531,5019.37037,4625.77778,4753.05556,5111.33951,4964.99383,5043.25926,5203.77778,5112.32716,5112.69136,4991.04321,5078.5679,5144.95679,5104.24691,5046.16667,5086.35802,5146.78395,4905.30247,4843.76543,4807.96914,4972.50617,4929.47531,4963.16049,5137.65432,5037.60494,4966.82716,4912.20988,4942.42593,5120.82099,4925.04938,4894.39506,4901.74691,5007.2963,4910.11728,4840.82099,5479.98148,5071.16667,4672.9321,4494.35185,4834.49383,4605.45679,4822.40741
5,4969.88683,5075.87243,5068.73457,4576.8251,5003.12346,4623.59259,4780.68519,5128.77984,4994.33128,5051.41975,5220.59259,5117.77572,5103.23045,5005.68107,5057.52263,5122.9856,5111.74897,5045.72222,5123.11934,5142.26132,4910.10082,4866.25514,4782.32305,4967.50206,4946.8251,4985.0535,5151.21811,5070.20165,4979.27572,4939.40329,4958.80864,5119.94033,4930.01646,4889.46502,4909.5823,5042.4321,4918.70576,4834.27366,5471.99383,5078.05556,4684.3107,4498.11728,4824.49794,4585.15226,4836.1358
6,4967.29561,5077.62414,5061.91152,4602.60837,4994.70782,4644.8642,4785.56173,5140.25995,5013.44376,5055.80658,5243.8642,5145.59191,5116.41015,5015.22702,5063.84088,5111.32853,5134.24966,5039.57407,5150.03978,5147.75377,4894.03361,4859.41838,4797.77435,4969.83402,4974.9417,4974.35117,5164.73937,5092.73388,4982.42524,4958.8011,4986.26955,5129.31344,4959.00549,4904.15501,4892.52743,5036.14403,4914.56859,4827.42455,5464.33128,5082.68519,4706.77023,4504.70576,4823.49931,4579.05075,4857.04527
7,4964.7652,5075.20805,5075.63717,4630.86946,5010.23594,4648.6214,4778.85391,5151.75332,5003.48125,5074.93553,5248.95473,5181.1973,5136.80338,5015.40901,5089.61363,5142.77618,5151.74989,5053.85802,5161.01326,5178.25126,4891.0112,4849.80613,4816.92478,4985.27801,5006.98057,4966.45039,5181.57979,5099.24463,5003.80841,4962.60037,4987.75652,5181.77115,4983.33516,4921.71834,4890.17581,5051.71468,4925.52286,4847.14152,5488.11043,5077.2284,4707.25674,4521.23525,4850.8331,4613.35025,4848.68176
8,4967.5884,5071.73602,5090.54572,4668.62315,5047.07865,4659.20713,4792.9513,5221.91777,4996.16042,5110.31184,5250.98491,5182.73243,5164.93446,5022.46967,5114.20454,5226.59206,5137.91663,5095.28601,5167.33775,5190.75042,4907.6704,4843.26871,4814.97493,5009.426,5071.99352,4997.48346,5201.85993,5114.41488,5051.6028,4937.53346,5017.58551,5249.25705,5007.44505,4949.57278,4886.72527,5098.57156,4925.17429,4854.04717,5524.03681,5102.40947,4688.75225,4530.74508,4878.94437,4632.11675,4852.56059
9,4960.52947,5068.24534,5084.18191,4727.54105,5132.35955,4693.40238,4803.65043,5291.30592,5005.05347,5112.77061,5249.3283,5217.24414,5196.31149,5072.82322,5113.40151,5287.86402,5145.30554,5112.42867,5169.44592,5223.25014,4948.22347,4859.75624,4800.65831,5046.47533,5151.99784,5032.82782,5227.28664,5129.13829,5108.20093,4936.84449,5055.19517,5351.08568,5031.81502,4979.52426,4922.24176,5156.19052,4920.72476,4877.01572,5582.01227,5133.13649,4695.25075,4524.91503,4889.64812,4654.03892,4864.85353
10,4948.84316,5072.41511,5099.06064,4799.84702,5236.78652,4721.80079,4769.88348,5354.76864,4984.68449,5076.92354,5223.10943,5285.41471,5260.10383,5114.27441,5071.8005,5323.28801,5159.76851,5100.47622,5190.14864,5280.75005,4978.74116,4929.25208,4799.55277,5122.82511,5254.66595,5067.94261,5254.76221,5161.0461,5202.06698,4979.94816,5093.06506,5490.36189,5068.27167,5016.50809,4983.41392,5207.73017,4934.57492,4956.67191,5685.00409,5177.0455,4725.41692,4505.63834,4930.54937,4677.01297,4890.28451
11,4948.28105,5086.13837,5112.68688,4909.61567,5337.26217,4786.60026,4736.62783,5493.25621,4954.22816,5084.30785,5219.03648,5380.13824,5376.03461,5148.4248,5077.60017,5460.096,5166.92284,5125.15874,5217.38288,5332.58335,5017.24705,5014.08403,4821.85092,5229.60837,5408.55532,5151.64754,5330.25407,5206.01537,5326.35566,5020.31605,5199.68835,5682.12063,5138.09056,5077.83603,5043.13797,5265.91006,4974.19164,5033.22397,5835.00136,5256.3485,4763.80564,4515.54611,5001.18312,4669.00432,4952.09484
12,4955.42702,5129.71279,5142.89563,5129.87189,5507.75406,4891.86675,4732.20928,5684.75207,4969.74272,5121.43595,5234.34549,5518.37941,5544.01154,5222.47493,5086.86672,5677.032,5151.64095,5132.71958,5214.79429,5404.86112,5108.74902,5108.02801,4808.95031,5406.53612,5592.18511,5233.54918,5414.75136,5273.33846,5421.45189,5067.77202,5332.89612,5916.37354,5229.03019,5126.27868,5097.37932,5366.97002,5026.39721,5106.74132,6005.33379,5356.78283,4806.26855,4566.18204,5074.39437,4700.00144,5039.03161
13,4983.80901,5165.90426,5174.63188,5389.62396,5735.58469,4987.28892,4743.73643,5903.25069,4978.91424,5155.81198,5250.11516,5672.12647,5730.00385,5335.15831,5080.62224,5919.67733,5140.54698,5144.57319,5205.5981,5503.62037,5236.58301,5191.676,4802.31677,5641.51204,5837.72837,5336.51639,5485.25045,5359.77949,5520.48396,5151.92401,5461.29871,6200.45785,5344.67673,5205.09289,5176.12644,5495.32334,5088.46574,5249.24711,6225.11126,5443.92761,4878.42285,4611.72735,5168.13146,4762.66715,5147.34387
14,4994.603,5179.30142,5206.87729,5647.20799,5989.86156,5065.09631,4731.24548,6158.08356,4993.97141,5186.27066,5295.70505,5849.04216,5929.00128,5471.05277,5103.20741,6207.55911,5145.18233,5170.5244,5227.86603,5602.20679,5369.52767,5294.892,4822.10559,5865.83735,6125.24279,5475.8388,5590.41682,5472.59316,5640.49465,5235.64134,5655.4329,6552.48595,5478.89224,5320.03096,5281.04215,5603.77445,5175.82191,5433.08237,6493.70375,5526.64254,4957.14095,4658.24245,5274.37715,4796.55572,5273.78129
15,4990.53433,5203.43381,5264.29243,5926.736,6300.62052,5172.69877,4719.08183,6460.36119,5010.99047,5192.42355,5359.56835,6104.34739,6187.66709,5595.35092,5112.7358,6530.85304,5130.72744,5179.1748,5237.28868,5722.7356,5526.84256,5403.63067,4839.70186,6161.61245,6456.08093,5601.94627,5730.13894,5607.53105,5775.16488,5304.54711,5885.81097,6964.82865,5630.29741,5440.01032,5420.01405,5760.59148,5257.27397,5618.02746,6788.23458,5644.54751,5037.71365,4746.08082,5383.12572,4833.18524,5399.59376
16,5013.51144,5239.47794,5309.76414,6239.57867,6630.87351,5318.23292,4743.02728,6799.45373,5013.33016,5226.14118,5416.18945,6409.1158,6478.88903,5741.45031,5098.5786,6893.61768,5124.24248,5213.05827,5256.42956,5879.2452,5707.94752,5527.21022,4832.23395,6512.87082,6899.02698,5777.31542,5890.37965,5768.17702,5955.72163,5429.18237,6103.60366,7452.94288,5790.43247,5591.00344,5619.67135,5988.86383,5366.75799,5841.67582,7141.07819,5762.84917,5157.23788,4876.36027,5508.04191,4892.72841,5553.19792
17,5006.83715,5286.82598,5352.58805,6625.52622,6974.6245,5488.74431,4756.67576,7175.48458,5033.11005,5291.04706,5442.72982,6719.0386,6798.96301,5894.48344,5127.19287,7294.20589,5128.74749,5266.35276,5308.80985,6073.41507,5923.31584,5664.73674,4808.74465,6890.29027,7357.34233,5959.10514,6025.79322,5962.05901,6163.57388,5606.72746,6361.20122,7970.98096,5947.14416,5731.66781,5810.55712,6215.95461,5511.25266,6126.89194,7563.69273,5885.94972,5288.41263,4995.45342,5657.3473,4989.90947,5774.39931
18,4995.94572,5312.60866,5412.86268,7038.84207,7388.87483,5635.91477,4738.22525,7586.16153,5031.03668,5341.01569,5493.57661,7076.3462,7175.65434,6052.82781,5148.39762,7708.06863,5125.5825,5314.45092,5349.60328,6289.47169,6181.43861,5826.91225,4804.58155,7315.76342,7809.78078,6108.70171,6183.93107,6169.353,6359.19129,5765.90915,6652.06707,8508.99365,6158.71472,5908.2226,5998.51904,6431.65154,5664.75089,6450.29731,8014.56424,6043.98324,5438.47088,5102.81781,5829.78243,5129.63649,6051.1331
19,4994.64857,5324.53622,5445.28756,7471.61402,7801.29161,5769.97159,4708.40842,8045.05384,5004.34556,5361.6719,5553.1922,7425.44873,7572.88478,6234.60927,5124.79921,8165.35621,5114.86083,5349.48364,5361.53443,6544.15723,6460.47954,6012.97075,4806.86052,7722.58781,8319.92693,6235.56724,6371.97702,6390.78433,6523.73043,5948.96972,6965.35569,9093.99788,6331.57157,6107.74087,6205.50635,6625.55051,5798.2503,6806.43244,8495.18808,6225.99441,5614.82363,5261.93927,6032.26081,5268.21216,6302.71103
20,4984.21619,5360.84541,5483.76252,7916.87134,8253.76387,5948.32386,4690.46947,8537.01795,5005.78185,5394.22397,5602.3974,7793.14958,8016.29493,6408.53642,5107.93307,8666.45207,5119.95361,5392.16121,5404.84481,6816.38574,6766.82651,6169.99025,4795.28684,8198.19594,8863.97564,6394.18908,6560.65901,6625.26144,6732.91014,6128.98991,7307.11856,9729.99929,6486.85719,6291.91362,6412.16878,6818.1835,5950.08343,7185.47748,9039.06269,6419.99814,5797.94121,5432.97976,6217.7536,5402.40405,6584.57034
21,4980.07206,5453.2818,5547.25417,8384.62378,8777.58796,6133.44129,4699.15649,9066.33932,5025.92728,5437.74132,5629.13247,8198.71653,8476.09831,6616.51214,5102.64436,9202.48402,5141.6512,5449.05374,5458.61494,7083.12858,7091.60884,6313.66342,4770.09561,8725.39865,9435.65855,6586.72969,6771.88634,6872.42048,6980.97005,6317.6633,7648.03952,10400.3331,6689.61906,6481.30454,6646.38959,7039.06117,6173.36114,7561.49249,9644.68756,6617.33271,5983.31374,5609.99325,6405.58453,5577.13468,6928.52345
22,4978.02402,5553.7606,5642.75139,8940.87459,9290.86265,6328.1471,4725.05216,9637.11311,5034.30909,5495.58044,5667.37749,8593.57218,8891.3661,6825.17071,5115.88145,9817.82801,5150.88373,5499.01791,5520.53831,7401.70953,7449.20295,6488.55447,4778.69854,9230.13288,10070.55285,6784.9099,7010.62878,7139.47349,7178.65668,6584.88777,8048.67984,11109.44437,6919.87302,6687.76818,6941.12986,7281.02039,6419.45371,7948.83083,10267.56252,6801.44424,6182.77125,5846.33108,6623.52818,5768.04489,7281.17448
23,4972.67467,5610.9202,5747.91713,9494.29153,9801.95422,6512.04903,4730.01739,10176.0377,5037.10303,5561.86015,5748.45916,9023.52406,9336.12203,7014.0569,5130.96048,10411.276,5150.62791,5555.00597,5603.51277,7733.56984,7847.06765,6701.51816,4789.23285,9769.71096,10819.51762,7018.96997,7244.87626,7411.8245,7401.55223,6845.96259,8515.22661,11864.48146,7145.62434,6921.58939,7258.37662,7543.67346,6632.15124,8356.27694,10899.18751,7013.81475,6438.59042,6078.44369,6847.84273,5951.68163,7632.05816
24,4966.89156,5659.64007,5825.97238,10017.09718,10293.65141,6692.34968,4716.67246,10760.01257,5039.70101,5616.28672,5833.48639,9475.17469,9884.37401,7211.68563,5141.98683,10973.092,5149.54264,5632.00199,5669.50426,8084.52328,8257.02255,6915.83939,4790.07762,10331.23699,11548.17254,7246.98999,7484.95875,7684.9415,7636.85074,7069.98753,8928.40887,12647.49382,7340.87478,7161.86313,7569.45887,7810.22449,6854.71708,8819.75898,11562.72917,7258.27158,6697.19681,6299.81456,7090.61424,6137.56054,8003.68605
25,4974.29719,5729.88002,5912.99079,10572.36573,10797.21714,6896.11656,4706.89082,11360.33752,5019.90034,5690.09557,5942.16213,9950.05823,10430.458,7388.56188,5143.66228,11565.69733,5150.18088,5709.334,5737.50142,8418.84109,8648.34085,7120.61313,4811.35921,10915.079,12174.05751,7444.66333,7744.65292,7970.31383,7851.95025,7314.66251,9330.13629,13445.49794,7594.62493,7432.28771,7874.48629,8061.07483,7129.90569,9314.58633,12270.57639,7445.09053,6934.73227,6554.27152,7340.87141,6335.52018,8427.56202
26,4984.4324,5838.29334,5995.6636,11128.45524,11355.40571,7099.03885,4714.96361,11958.11251,5001.96678,5754.69852,6009.72071,10422.35274,10985.486,7623.18729,5146.88743,12220.56578,5124.06029,5786.11133,5812.16714,8757.28036,9063.11362,7317.20438,4817.11974,11538.693,12866.01917,7643.55444,8014.88431,8276.43794,8119.98342,7558.8875,9756.7121,14232.49931,7839.20831,7710.76257,8187.82876,8302.35828,7440.96856,9787.52878,13007.52546,7651.69684,7213.57742,6828.09051,7574.95714,6567.50673,8851.85401
27,4998.8108,5939.76445,6113.55453,11695.48508,11942.8019,7338.01295,4738.3212,12645.0375,5011.32226,5821.23284,6076.9069,10860.11758,11531.49533,7871.7291,5157.62914,12908.85526,5112.68676,5863.70378,5894.72238,9158.76012,9536.70454,7534.06813,4817.70658,12172.56433,13616.67306,7888.18481,8309.96144,8616.14598,8413.32781,7842.29583,10223.5707,15084.49977,8090.06944,7975.92086,8538.94292,8523.11943,7745.98952,10264.84293,13731.50849,7884.56561,7489.52581,7114.03017,7815.31905,6816.83558,9241.95134
28,5006.93693,5997.58815,6267.18484,12290.49503,12537.2673,7573.33765,4743.4404,13282.67917,5006.44075,5900.74428,6203.96897,11365.03919,12049.83178,8079.9097,5143.54305,13601.95175,5125.22892,5930.90126,5982.90746,9544.58671,9978.90151,7742.68938,4825.90219,12804.18811,14462.55769,8144.0616,8583.98715,8975.71533,8656.4426,8157.76528,10729.19023,16012.83326,8355.68981,8265.64029,8879.98097,8755.70648,8044.32984,10731.61431,14476.83616,8112.18854,7756.17527,7404.34339,8056.10635,7095.61186,9677.65045
29,5005.31231,6069.19605,6377.39495,12875.49834,13196.42243,7770.11255,4733.81347,13913.89306,5002.81358,5976.58143,6298.65632,11891.01306,12678.94393,8322.63657,5135.84768,14300.65058,5105.74297,6005.96709,6062.63582,9918.19557,10407.63384,7953.56313,4800.9674,13437.0627,15307.85256,8373.35387,8843.99572,9290.90511,8872.14753,8427.58843,11218.39674,16925.94442,8591.8966,8545.8801,9223.99366,8991.23549,8355.10995,11231.5381,15288.94539,8352.39618,8049.72509,7716.4478,8309.03545,7371.87062,10163.55015
30,4993.1041,6149.06535,6497.46498,13435.16611,13842.47414,7994.37085,4713.93782,14547.96435,4998.93786,6081.52714,6412.55211,12440.00435,13283.98131,8508.54552,5126.28256,14966.88353,5097.24766,6105.32236,6140.21194,10332.73186,10869.54461,8170.85438,4786.98913,14055.0209,16130.95085,8594.11796,9103.66524,9597.96837,9079.71584,8741.52948,11740.46558,17832.31481,8821.29887,8845.29337,9587.33122,9230.0785,8671.70332,11750.17937,16141.31513,8596.13206,8345.90836,8048.14927,8614.67848,7606.29021,10604.85005
31,5006.36803,6244.68845,6653.82166,13993.3887,14444.49138,8216.79028,4718.97927,15179.98812,5001.97929,6154.84238,6537.51737,12989.33478,13853.3271,8720.51517,5125.09419,15667.96118,5109.74922,6190.10745,6221.07065,10743.57729,11355.18154,8369.95146,4796.32971,14775.67363,16898.31695,8805.03932,9383.55508,9975.32279,9329.90528,9068.50983,12222.82186,18697.7716,9035.43296,9147.43112,9931.44374,9504.69283,9033.23444,12252.72646,17012.43838,8862.04402,8651.30279,8384.38309,8885.55949,7848.09674,11015.95002
32,5007.12268,6340.89615,6797.27389,14571.79623,15050.49713,8408.59676,4735.65976,15891.66271,5009.9931,6248.28079,6671.17246,13489.77826,14424.10903,8959.83839,5157.36473,16436.98706,5114.24974,6276.70248,6321.69022,11141.8591,11857.06051,8581.98382,4789.44324,15559.22454,17714.10565,9065.34644,9721.85169,10366.44093,9617.30176,9408.50328,12789.60729,19575.92387,9271.47765,9430.81037,10331.81458,9801.89761,9393.07815,12799.90882,17849.81279,9110.01467,8990.7676,8714.79436,9137.85316,8164.69891,11433.98334
33,4991.37423,6412.96538,6896.0913,15233.59874,15689.16571,8643.19892,4743.88659,16528.2209,5021.33103,6393.0936,6847.39082,14040.92609,14992.03634,9178.94613,5157.45491,17181.99569,5126.74991,6366.90083,6454.56341,11565.28637,12357.68684,8803.66127,4796.14775,16237.74151,18476.70188,9278.44881,10059.95056,10789.14698,9905.43392,9706.16776,13333.53576,20555.97462,9518.49255,9715.93679,10747.27153,10106.2992,9694.69272,13338.30294,18670.60426,9370.00489,9311.5892,9030.93145,9433.61772,8493.89964,11890.32778
34,4986.12474,6518.65513,7006.03043,15868.86625,16342.38857,8891.06631,4743.29553,17179.07363,5004.77701,6479.0312,7015.46361,14625.97536,15604.34545,9396.31538,5116.8183,17849.3319,5123.5833,6458.30028,6553.1878,11957.42879,12846.89561,9012.88709,4794.71592,16895.91384,19245.23396,9447.1496,10340.31685,11160.71566,10174.14464,9967.38925,13743.84525,21443.65821,9781.49752,9991.6456,11064.42384,10328.43307,9954.23091,13812.76765,19472.53475,9619.33496,9585.86307,9356.64382,9738.20591,8722.63321,12390.77593
35,4972.04158,6628.55171,7143.67681,16398.95542,16925.12952,9085.0221,4735.09851,17965.35788,4971.92567,6541.34373,7130.8212,15067.99179,16196.44848,9624.43846,5095.93943,18500.11063,5109.52777,6572.10009,6632.39593,12369.47626,13286.63187,9228.2957,4784.23864,17605.30461,20088.41132,9678.71653,10657.10562,11521.57189,10388.04821,10296.46308,14214.94842,22272.88607,10061.16584,10290.54853,11425.14128,10531.47769,10253.74364,14314.92255,20247.51158,9843.44499,9844.28769,9663.88127,9976.7353,8972.21107,12889.59198
36,4963.68053,6728.1839,7281.55894,16902.65181,17511.04317,9263.00737,4709.6995,18645.45263,4991.30856,6617.44791,7195.9404,15494.66393,16731.81616,9854.81282,5097.31314,19171.37021,5122.50926,6662.70003,6744.79864,12807.15875,13761.87729,9458.09857,4770.07955,18291.7682,20826.13711,9916.23884,10985.70187,11927.8573,10650.68274,10628.82103,14732.98281,23207.62869,10305.05528,10607.51618,11836.38043,10780.8259,10625.24788,14927.97418,21057.83719,10085.48166,10151.0959,9950.96042,10212.2451,9246.40369,13360.19733
37,4964.89351,6838.39463,7464.85298,17469.5506,18178.01439,9491.33579,4709.23317,19319.48421,4984.10285,6734.81597,7337.98013,16068.88798,17323.93872,10052.60427,5093.77105,19897.1234,5136.50309,6744.23334,6873.26621,13199.05292,14326.9591,9619.03286,4770.69318,18982.5894,21515.0457,10113.74628,11331.56729,12289.28577,10924.56091,10949.94034,15225.3276,24109.87623,10545.01843,10933.17206,12210.12681,11040.2753,10980.08263,15507.65806,21875.27906,10304.49389,10514.69863,10290.32014,10467.0817,9517.13456,13804.73244
38,4995.63117,6953.13154,7644.28433,18067.8502,18850.0048,9690.11193,4722.07772,20023.49474,4975.70095,6883.93866,7457.99338,16510.96266,17895.97957,10274.53476,5099.25702,20655.37447,5133.1677,6838.07778,7027.7554,13574.68431,14880.65303,9784.67762,4792.56439,19743.5298,22379.34857,10401.91543,11688.52243,12573.76192,11134.5203,11333.98011,15856.44253,24997.95874,10778.67281,11266.05735,12559.3756,11320.75843,11289.36088,15957.88602,22660.09302,10493.16463,10807.89954,10661.77338,10714.02723,9830.71152,14271.57748
39,4994.21039,7042.04385,7798.09478,18656.95007,19521.66827,9883.70398,4695.35924,20673.83158,5021.90032,6993.97955,7548.33113,16845.65422,18445.65986,10512.51159,5108.08567,21436.45816,5122.0559,6957.02593,7161.2518,13970.89477,15343.21768,10031.55921,4783.8548,20435.50993,23404.78286,10712.30514,12006.17414,12861.25397,11342.8401,11706.66004,16486.14751,25981.31958,11029.5576,11552.68578,12931.45853,11555.25281,11593.45363,16427.29534,23375.03101,10704.38821,11061.63318,10997.25779,11000.34241,10102.57051,14750.19249
40,4969.7368,7127.34795,7952.69826,19227.31669,20187.55609,10101.90133,4680.11975,21323.94386,5009.96677,7068.32652,7694.11038,17284.88474,19095.55329,10719.50386,5102.69522,22162.48605,5128.01863,7097.34198,7256.7506,14416.29826,15794.07256,10268.1864,4768.61827,21062.16998,24243.26095,10919.76838,12352.05805,13266.41799,11575.61337,12019.88668,16988.71584,26925.77319,11288.85253,11822.56193,13330.81951,11748.4176,11873.81788,16976.76511,24142.677,10919.1294,11382.54439,11310.08593,11253.7808,10368.85684,15204.06416
41,4987.2456,7261.44932,8122.89942,19746.10556,20776.85203,10291.30044,4674.70658,21978.98129,4974.65559,7115.77551,7800.03679,17789.62825,19764.51776,10941.83462,5103.89841,22818.49535,5118.33954,7192.78066,7397.2502,14889.43275,16279.35752,10484.7288,4771.53942,21686.72333,24975.08698,11098.92279,12718.35268,13695.47266,11794.87112,12298.62889,17514.57195,27761.59106,11506.28418,12153.85398,13693.27317,12020.1392,12211.60596,17561.58837,24955.559,11132.7098,11709.84813,11672.69531,11523.26027,10650.61895,15724.02139
42,4986.08187,7373.81644,8260.29981,20334.36852,21477.61734,10494.10015,4677.56886,22602.66043,5005.8852,7206.59184,7950.01226,18259.20942,20388.83925,11162.27821,5110.6328,23557.83178,5125.11318,7304.59355,7570.0834,15312.81092,16791.11917,10715.24293,4779.51314,22408.57444,25855.69566,11293.64093,12995.11756,14003.49089,12028.95704,12642.8763,18047.52398,28624.86369,11741.09473,12480.28466,14057.09106,12326.71307,12577.20199,18102.52946,25705.18633,11377.2366,12001.61604,12057.89844,11855.42009,10945.20632,16245.34046
43,4979.69396,7455.27215,8383.09994,20831.78951,22098.87245,10713.03338,4701.85629,23225.22014,5034.6284,7323.53061,8110.67075,18695.40314,20990.27975,11391.7594,5092.8776,24226.61059,5133.70439,7419.53118,7711.0278,15668.93697,17318.03972,10924.41431,4798.83771,23184.52481,26738.56522,11508.21364,13252.03919,14328.8303,12286.31901,13048.62543,18524.50799,29551.2879,11978.36491,12764.42822,14474.03035,12580.57102,12893.40066,18600.17649,26432.06211,11578.74553,12290.20535,12376.96615,12098.47336,11230.73544,16674.78015
44,4971.56465,7539.09072,8557.03331,21259.92984,22597.29082,10896.67779,4711.28543,23861.07338,5002.5428,7414.17687,8213.22358,19039.46771,21361.42658,11522.25313,5059.29253,24611.53686,5105.56813,7494.17706,7814.00927,16034.64566,17800.67991,11089.1381,4799.9459,23778.8416,27268.18841,11652.73788,13650.01306,14821.6101,12522.773,13333.87514,18829.50266,30375.76263,12173.45497,13037.47607,14845.01012,12834.85701,13179.13355,19111.05883,27207.35404,11758.58184,12596.73512,12671.98872,12282.82445,11484.24515,17104.59338
45,4950.52155,7647.36357,8733.0111,21822.97661,23287.76361,11106.55926,4709.76181,24437.35779,4976.18093,7550.72562,8412.07453,19503.82257,21820.80886,11617.75104,5064.76418,25271.84562,5112.85604,7614.39235,7913.66976,16414.88189,18292.22664,11253.37937,4796.64863,24435.9472,27739.39614,11700.24596,14029.67102,15302.5367,12828.25767,13625.62505,19146.83422,31313.92088,12406.81832,13398.49202,15170.33671,13108.95234,13451.37785,19607.35294,28022.11801,11982.52728,12890.57837,13026.66291,12507.94148,11762.08172,17509.53113
46,4961.50718,7761.12119,8904.33703,22340.65887,23955.9212,11338.18642,4710.58727,25086.78593,4999.39364,7704.90854,8618.02484,20070.94086,22501.60295,11886.58368,5106.25473,26249.61521,5125.61868,7759.13078,8044.55659,16793.96063,18820.07555,11467.12646,4791.21621,25161.31573,28309.13205,11850.74865,14304.89034,15658.51223,13078.41922,13913.20835,19573.94474,32317.97363,12716.27277,13726.83067,15517.11224,13328.98411,13802.45928,20087.45098,28850.706,12205.84243,13211.52612,13384.22097,12680.64716,12038.36057,18001.51038
47,5005.16906,7890.0404,9023.11234,22765.21962,24469.6404,11554.72881,4712.52909,25823.92864,5022.79788,7794.96951,8725.67495,20469.31362,23157.20098,12192.52789,5112.75158,26967.5384,5112.87289,7857.04359,8174.51886,17234.65354,19300.69185,11636.04215,4772.4054,25756.43858,28974.71068,12088.91622,14555.96345,16053.83741,13340.47307,14218.40278,20069.64825,33148.99121,12890.42426,13974.27689,15897.03741,13544.32804,14158.81976,20625.15033,29632.23533,12431.28081,13536.50871,13662.07366,12877.54905,12344.78686,18555.50346
48,5006.05635,8034.3468,9172.03745,23283.73987,25081.21347,11774.57627,4724.84303,26459.30955,5000.26596,7904.6565,8913.89165,20862.10454,23808.40033,12446.17596,5121.58386,27680.84613,5101.6243,7929.34786,8300.83962,17574.21785,19764.23062,11766.68072,4762.8018,26325.14619,29759.90356,12237.30541,14831.98782,16496.27914,13668.82436,14533.13426,20553.54942,33928.66374,13014.47475,14238.0923,16238.01247,13791.77601,14437.27325,21150.38344,30239.07844,12621.42694,13819.16957,14004.02455,13132.18302,12659.26229,19039.16782
