,"∆RF-1/2/3/, ∆RRF, ∆EF-G_1","∆RF-1/2/3/, ∆RRF_1",∆RF-1/2/3/_1,∆RF-1/3_1,∆RF-2/3_1,"∆RF-3, ∆RRF_1","∆RF-3, ∆EF-G_1",∆RF-3_1,"∆RF-1/2/3/, ∆RRF, ∆EF-G_2","∆RF-1/2/3/, ∆RRF_2",∆RF-1/2/3/_2,∆RF-1/3_2,∆RF-2/3_2,"∆RF-3, ∆RRF_2","∆RF-3, ∆EF-G_2",∆RF-3_2,"∆RF-1/2/3/, ∆RRF, ∆EF-G_3","∆RF-1/2/3/, ∆RRF_3",∆RF-1/2/3/_3,∆RF-1/3_3,∆RF-2/3_3,"∆RF-3, ∆RRF_3","∆RF-3, ∆EF-G_3",∆RF-3_3,RF-1/2 >> prfA_1,RRF >> frr_1,EF-G >> fusA_1,"RRF >> frr, EF-G >>fusA_1","RF-1/2 >> prfA, RRF >> frr_1","EF-G >> fusA, RF-1/2 >> prfA_1","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_1",RF-1/2 >> prfA_2,RRF >> frr_2,EF-G >> fusA_2,"RRF >> frr, EF-G >>fusA_2","RF-1/2 >> prfA, RRF >> frr_2","EF-G >> fusA, RF-1/2 >> prfA_2","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_2",RF-1/2 >> prfA_3,RRF >> frr_3,EF-G >> fusA_3,"RRF >> frr, EF-G >>fusA_3","RF-1/2 >> prfA, RRF >> frr_3","EF-G >> fusA, RF-1/2 >> prfA_3","RF-1/2 >> prfA, RRF >> frr, EF-G >>fusA_3"
225,4907.63448,15538.01995,21835.03486,46403.8609,52652.17151,24666.93575,4665.78844,53580.03634,4924.00013,15233.12186,19821.83639,41705.25068,51174.16043,25876.62097,5149.57204,55514.76762,5021.23685,15070.49579,18217.66928,36376.8261,46421.41622,24925.89663,4766.37155,53738.19073,56425.17137,25798.57841,34882.53923,35590.37073,29889.02972,34706.18548,47151.3034,59687.93614,27661.58635,32729.31988,36825.35259,30860.29848,34550.75368,47644.95261,57859.95051,26335.55432,32421.92835,32339.35938,29188.56137,30612.13737,45109.41336
226,4914.21149,15575.00665,21884.34495,46529.95363,52816.3905,24770.64525,4678.59615,53593.01211,4940.33338,15292.04062,19867.2788,41549.75023,50925.72014,25871.87366,5156.85735,55566.58921,5021.07895,15086.4986,18211.22309,36331.6087,46416.13874,24923.63221,4776.12385,53726.39691,56727.72379,26022.1928,34760.84641,35390.45691,29729.00991,34838.72849,47388.10113,59655.97871,27650.19545,32780.43996,36743.45086,30937.43283,34548.91789,47699.9842,57813.31684,26274.85144,32452.30945,32477.11979,29370.52046,30620.04579,44972.13779
227,4913.40383,15616.33555,21893.78165,46703.98454,53092.79683,24924.54842,4695.19872,53419.00404,4957.77779,15331.68021,19862.7596,41381.25008,50834.90671,25906.62455,5154.61912,55675.52974,5040.69298,15073.1662,18213.4077,36276.53623,46442.37958,24898.21074,4773.04128,53824.1323,56938.5746,26126.06427,34756.28214,35407.48564,29690.0033,34953.57616,47520.03371,59683.32624,27683.73182,32840.81332,36844.81695,31052.47761,34591.6393,47675.6614,57851.43895,26318.28381,32579.43648,32566.7066,29364.50682,30610.3486,44997.04593
228,4909.13461,15652.11185,21825.26055,46770.32818,53258.26561,24996.51614,4685.39957,53422.00135,4921.5926,15322.22674,19831.2532,41550.75003,51001.63557,25873.87485,5140.87304,55549.50991,5041.23099,15125.0554,18240.46923,36358.51208,46552.12653,24946.07025,4778.01376,53828.0441,56908.52487,26046.68809,34813.76071,35474.49521,29835.33443,34936.85872,47406.34457,59691.10875,27748.57727,32887.27111,36939.60565,30996.1592,34538.2131,47516.5538,57982.14632,26393.42794,32599.47883,32478.9022,29176.50227,30604.1162,45247.68198
229,4888.3782,15661.03728,21806.75352,46688.44273,53088.42187,24861.17205,4660.46652,53522.00045,4890.8642,15341.07558,19840.0844,41674.25001,50968.21186,25836.29162,5125.29101,55427.5033,5045.41033,15137.01847,18249.82308,36380.17069,46565.70884,25015.02342,4766.00459,53827.34803,56679.50829,25914.5627,34925.5869,35621.83174,29994.11148,34789.95291,47251.44819,59694.36958,27781.85909,32881.4237,36999.53522,30911.3864,34558.07103,47610.1846,58020.71544,26371.80931,32532.49294,32381.30073,29120.83409,30665.7054,45323.22733
230,4894.4594,15682.34576,21913.58451,46709.14758,52959.80729,24725.72402,4650.82217,53636.33348,4891.28807,15364.69186,19848.02813,41770.75,50987.40395,25885.09721,5111.76367,55393.83443,5050.80344,15115.00616,18257.94103,36357.0569,46561.23628,25057.34114,4768.00153,53842.78268,56566.8361,25815.5209,35075.52897,35761.61058,30005.37049,34723.31764,47255.81606,59718.45653,27761.6197,32937.47457,37045.17841,30907.1288,34615.69034,47687.7282,57917.23848,26380.6031,32513.16431,32330.76691,29140.27803,30741.23513,45242.40911
231,4895.15313,15664.44859,21998.19484,46749.38253,53047.60243,24727.57467,4642.60739,53483.11116,4874.09602,15315.56395,19731.00938,41623.25,50910.13465,25678.36574,5090.92122,55159.27814,5044.26781,15153.66872,18214.31368,36391.68563,46488.07876,25046.11371,4792.00051,53837.59423,56547.94537,25770.17363,35150.50966,35817.87019,30055.79016,34773.43921,47156.27202,59754.81884,27717.5399,32973.82486,37021.72614,30901.04293,34724.56345,47678.9094,57856.07949,26399.20103,32510.3881,32343.58897,29215.42601,30717.07838,45146.80304
232,4892.71771,15668.48286,22063.73161,46862.79418,53110.86748,24775.85822,4641.20246,53376.70372,4888.69867,15323.18798,19676.00313,41488.08333,50916.37822,25635.12191,5092.97374,55156.09271,5044.08927,15202.88957,18261.77123,36432.56188,46515.02625,25072.0379,4780.3335,53786.53141,56593.64846,25863.72454,35150.16989,35774.95673,30068.93005,34868.47974,47245.09067,59828.93961,27812.84663,33020.94162,36989.24205,30997.68098,34786.18782,47658.9698,57938.35983,26461.40034,32583.12937,32380.86299,29256.80867,30717.02613,45239.60101
233,4910.9059,15760.49429,22088.5772,46939.26473,53101.62249,24844.61941,4674.06749,53544.90124,4921.89956,15416.39599,19798.00104,41599.02778,51172.45941,25887.37397,5132.99125,55421.69757,5048.69642,15201.29652,18346.59041,36456.52063,46611.00875,25124.34597,4754.77783,53810.51047,56732.54949,26037.90818,35116.05663,35786.98558,30036.64335,34959.82658,47516.69689,59874.64654,27951.28221,33056.31387,37061.41402,31098.89366,34780.06261,47676.6566,57959.78661,26512.46678,32637.70979,32445.28766,29238.60289,30795.34204,45332.20034
234,4914.96863,15775.83143,22120.85907,46880.42158,53034.54083,24902.20647,4694.0225,53599.63375,4923.29985,15481.132,19875.66701,41658.00926,51178.8198,25967.45799,5150.99708,55495.23252,5052.56547,15175.09884,18290.53014,36400.84021,46549.00292,25078.78199,4751.92594,53935.17016,57018.18316,26251.63606,34994.68554,35651.32853,30046.54778,35059.94219,47666.2323,59881.54885,27909.76074,33023.77129,37154.47134,31082.63122,34789.3542,47807.21887,57921.92887,26475.48893,32637.56993,32476.42922,29200.5343,30848.11401,45231.40011
235,4904.32288,15720.61048,22135.95302,46877.47386,53053.18028,24930.06882,4693.67417,53526.54458,4905.43328,15504.044,19904.889,41702.00309,51102.6066,25944.81933,5117.66569,55451.07751,5044.18849,15180.69961,18336.84338,36442.28007,46556.00097,25089.594,4759.97531,53872.72339,57025.72772,26229.21202,34930.89518,35500.77618,30007.51593,34950.31406,47553.41077,59847.18295,27817.58691,32999.59043,37087.82378,31068.54374,34709.4514,47834.07296,57897.97629,26403.49631,32567.18998,32537.14307,29238.1781,30905.038,45116.13337
236,4903.10763,15728.20349,22096.31767,46933.82462,53129.39343,24937.35627,4690.89139,53504.18153,4880.81109,15491.01467,19971.62967,41697.33436,51016.2022,25867.93978,5085.55523,55385.6925,5025.06283,15233.2332,18415.94779,36579.42669,46669.00032,25115.86467,4777.3251,53834.9078,56825.24257,26066.73734,35040.96506,35651.59206,30143.50531,34875.43802,47311.13692,59866.39432,27808.19564,32992.19681,37106.60793,31050.51458,34745.81713,47779.02432,57906.32543,26383.8321,32499.72999,32592.04769,29299.3927,30838.01267,45168.37779
237,4918.70254,15768.40116,22162.10589,47066.27487,53233.13114,24943.78542,4679.63046,53475.39384,4894.27036,15491.67156,20008.54322,41769.77812,51022.73407,25869.97993,5090.85174,55480.23083,5028.68761,15241.07773,18434.31593,36554.14223,46659.66677,25158.62156,4782.77503,53936.3026,57056.41419,26149.57911,35006.32169,35618.19735,30200.50177,35083.81267,47539.04564,59906.79811,27848.73188,33009.39894,37230.20264,31010.50486,34802.93904,47761.67477,57970.10848,26403.6107,32537.57666,32540.68256,29272.46423,30765.00422,45330.45926
238,4919.56751,15802.46705,22207.70196,47129.09162,53286.04371,24946.92847,4662.87682,53392.46461,4915.09012,15500.22385,20038.51441,41964.59271,51079.57802,25914.65998,5099.61725,55564.07694,5036.56254,15240.69258,18441.77198,36475.38074,46646.22226,25191.20719,4784.59168,53951.76753,57231.80473,26223.52637,34918.7739,35525.73245,30019.16726,35167.60422,47769.68188,59894.9327,27819.57729,32989.79965,37236.40088,30994.83495,34848.64635,47871.22492,57979.70283,26415.5369,32639.19222,32471.22752,29293.15474,30839.66807,45411.15309
239,4914.18917,15811.82235,22229.23399,47257.36387,53414.01457,25070.64282,4652.29227,53358.15487,4905.03004,15503.07462,20023.17147,41997.19757,51091.85934,25910.88666,5114.87242,55557.69231,5030.85418,15262.23086,18452.25733,36506.79358,46747.74075,25148.4024,4794.53056,53951.25584,57085.60158,26181.17546,35043.25797,35640.91082,29975.38909,35079.86807,47616.22729,59880.64423,27837.8591,32986.26655,37267.80029,30993.61165,34838.54878,47930.07497,57971.56761,26454.17897,32702.39741,32443.40917,29322.71825,30896.88936,45471.05103
240,4909.31083,15825.84432,22283.59935,47434.30279,53620.1521,25234.02384,4642.20773,53317.84513,4892.13663,15488.25872,19943.4952,41881.63576,51139.47399,25896.44667,5137.62758,55588.80769,5027.97915,15258.26914,18487.07601,36551.03975,46825.92591,25144.43094,4800.13611,54026.91082,57014.73176,26186.99121,35171.24203,35663.42252,29959.61091,35032.63193,47548.93937,59847.85577,27931.47424,33023.56678,37360.86637,31007.05502,34743.45122,47908.75836,57992.76572,26478.4877,32713.60259,32402.92416,29311.28175,30916.27731,45551.7823
